po_id,supplier_name_raw,true_supplier,true_category,item_description,business_unit,order_qty,invoice_value
PO101810,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Plate Mill,331,12144267.53
PO101811,ELECON,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Sinter Plant,26,8829064.4
PO101812,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Power Plant,64,1045075.84
PO101813,shanthi gears,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Central Maintenance,11,2106726.16
PO101814,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,WORM GEARBOX 1:40 ratio,Plate Mill,431,166590171.72
PO101815,CASTROL INDIA,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Sinter Plant,36,479892.24
PO101816,shanthi gears,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Central Maintenance,178,39960729.44
PO101817,Indian Oil Corp Ltd,Indian Oil Corporation Limited,Lubricants,turbine oil 46,Steel Melt Shop,202,2152455.44
PO101818,KBL,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Blast Furnace,481,81499730.91
PO101819,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Coke Oven,72,5959290.96
PO101820,ELECON,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Blast Furnace,98,31075296.28
PO101821,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Steel Melt Shop,402,49172555.58
PO101822,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Hot Strip Mill,353,100692078.04
PO101823,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Hot Strip Mill,299,42714317.75
PO101824,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Steel Melt Shop,455,51125615.45
PO101825,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,conv pulley lagged 630dia,Sinter Plant,124,9309301.24
PO101826,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Sinter Plant,375,93020250.0
PO101827,L&T,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Steel Melt Shop,181,15534305.09
PO101828,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Central Maintenance,254,12486513.0
PO101829,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,screw compressor 250cfm,Plate Mill,97,14298973.7
PO101830,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Steel Melt Shop,160,15915939.2
PO101831,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Coke Oven,113,24851166.79
PO101832,SIEMENS,Siemens Limited,Electrical & Automation,VFD 132KW 415V drive,Sinter Plant,97,4000879.46
PO101833,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Steel Melt Shop,296,51674709.12
PO101834,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Sinter Plant,124,4527178.0
PO101835,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Steel Melt Shop,339,34294202.76
PO101836,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Power Plant,44,5495517.72
PO101837,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Plate Mill,261,3656067.12
PO101838,Festo India Pvt Ltd,Festo India Private Limited,Pneumatics,solenoid valve 5/2 1/4in,Sinter Plant,333,5977692.99
PO101839,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Power Plant,91,25470723.46
PO101840,SMC Pneumatics,SMC Pneumatics India Limited,Pneumatics,solenoid valve 5/2 1/4in,Steel Melt Shop,26,627236.22
PO101841,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Steel Melt Shop,19,2015196.43
PO101842,shanthi gears,Shanthi Gears Limited,Gears & Drives,gear coupling GC 250,Power Plant,452,129897174.76
PO101843,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Central Maintenance,113,2464702.89
PO101844,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,bevel gearbox right angle,Sinter Plant,403,67793703.77
PO101845,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Sinter Plant,49,2540266.33
PO101846,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Hot Strip Mill,353,37180321.57
PO101847,Elecon Engineering,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Power Plant,461,110728452.07
PO101848,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Blast Furnace,91,2411520.93
PO101849,TRL Krosaki,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Coke Oven,497,19412457.19
PO101850,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Coke Oven,24,563257.68
PO101851,Fenner India,Fenner Conveyor Belting India,Conveyor & Handling,CONVEYOR BELT 1200mm EP500/4,Sinter Plant,86,7644489.26
PO101852,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Sinter Plant,172,24336651.52
PO101853,Castrol India Ltd,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Sinter Plant,130,1518778.3
PO101854,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Steel Melt Shop,457,37530041.91
PO101855,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,266,84659726.9
PO101856,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,338,78754239.98
PO101857,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Coke Oven,380,117420205.2
PO101858,L and T Ltd,Larsen and Toubro Limited,Electrical & Automation,HT MOTOR 1000KW 6.6KV,Sinter Plant,100,11877890.0
PO101859,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Sinter Plant,348,54667626.24
PO101860,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Sinter Plant,179,38497734.06
PO101861,shanthi gears,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Steel Melt Shop,22,6066319.82
PO101862,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Steel Melt Shop,233,4322131.36
PO101863,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Hot Strip Mill,256,56755809.28
PO101864,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,idler roller 152dia,Sinter Plant,149,11719746.98
PO101865,SKF India Ltd,SKF India Limited,Bearings & Spares,plummer block SNH 517,Blast Furnace,34,785257.54
PO101866,Elecon Engineering,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Sinter Plant,423,118278617.04
PO101867,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Sinter Plant,181,20897896.19
PO101868,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Steel Melt Shop,450,85956273.0
PO101869,L&T,Larsen and Toubro Limited,Electrical & Automation,MCCB 400A 4P,Steel Melt Shop,74,9296486.8
PO101870,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,17,4170590.28
PO101871,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Sinter Plant,496,12465065.28
PO101872,ELECON,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Coke Oven,224,68134536.96
PO101873,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Steel Melt Shop,214,57464384.24
PO101874,shanthi gears,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Power Plant,475,137607110.5
PO101875,Siemens Ltd,Siemens Limited,Electrical & Automation,MCCB 400A 4P,Plate Mill,427,31921345.75
PO101876,SCHAEFFLER INDIA,Schaeffler India Limited,Bearings & Spares,taper roller bearing 32218,Power Plant,351,7509880.17
PO101877,SKF India Ltd,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Power Plant,493,7641519.72
PO101878,Festo India Pvt Ltd,Festo India Private Limited,Pneumatics,solenoid valve 5/2 1/4in,Plate Mill,72,1684503.36
PO101879,ELECON,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Power Plant,279,102497611.05
PO101880,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Blast Furnace,344,38425663.44
PO101881,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Plate Mill,139,18654261.48
PO101882,TRL Krosaki Refractories Ltd,TRL Krosaki Refractories Limited,Refractories,ladle slide gate plate,Blast Furnace,421,12933646.25
PO101883,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Coke Oven,300,90864636.0
PO101884,Fenner Conveyor Belting,Fenner Conveyor Belting India,Conveyor & Handling,idler roller 152dia,Coke Oven,288,25272887.04
PO101885,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,submersible pump 30HP,Blast Furnace,328,68562236.88
PO101886,KBL,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,320,57994854.4
PO101887,Elecon Engineering,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Coke Oven,451,65221743.84
PO101888,Festo India Pvt Ltd,Festo India Private Limited,Pneumatics,air filter regulator G3/8,Blast Furnace,13,370315.4
PO101889,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Sinter Plant,154,20539009.26
PO101890,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Power Plant,349,48585316.06
PO101891,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,helical geared motor 11KW,Hot Strip Mill,12,1954260.6
PO101892,Fenner Conveyor Belting,Fenner Conveyor Belting India,Conveyor & Handling,conv pulley lagged 630dia,Sinter Plant,359,26078162.08
PO101893,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Sinter Plant,52,19983607.28
PO101894,SKF INDIA,SKF India Limited,Bearings & Spares,plummer block SNH 517,Power Plant,358,8268790.44
PO101895,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Blast Furnace,146,35145927.38
PO101896,T R L KROSAKI,TRL Krosaki Refractories Limited,Refractories,tundish nozzle SEN 70mm,Blast Furnace,18,843344.28
PO101897,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Sinter Plant,182,41443695.02
PO101898,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Plate Mill,82,6726551.84
PO101899,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Hot Strip Mill,269,35243172.19
PO101900,SKF INDIA,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Sinter Plant,369,6819629.22
PO101901,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Central Maintenance,338,39273960.7
PO101902,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Hot Strip Mill,242,4673968.64
PO101903,CASTROL INDIA,Castrol India Limited,Lubricants,turbine oil 46,Steel Melt Shop,302,6312114.08
PO101904,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Steel Melt Shop,437,53962053.52
PO101905,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Steel Melt Shop,348,5842937.4
PO101906,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Steel Melt Shop,90,16925361.3
PO101907,Rexroth India,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Central Maintenance,129,7114266.15
PO101908,L&T,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Plate Mill,311,28751253.36
PO101909,SMC PNEUMATICS,SMC Pneumatics India Limited,Pneumatics,solenoid valve 5/2 1/4in,Coke Oven,231,4120236.12
PO101910,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Hot Strip Mill,225,68433934.5
PO101911,SKF India Ltd,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Blast Furnace,271,6305928.81
PO101912,Castrol India Ltd,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Blast Furnace,343,2572781.26
PO101913,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Hot Strip Mill,209,3883585.75
PO101914,castrol india,Castrol India Limited,Lubricants,turbine oil 46,Coke Oven,491,9923807.22
PO101915,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Plate Mill,293,60024067.9
PO101916,Castrol India Ltd,Castrol India Limited,Lubricants,turbine oil 46,Power Plant,287,5542940.06
PO101917,Castrol India Ltd,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Sinter Plant,448,3183277.44
PO101918,FESTO INDIA,Festo India Private Limited,Pneumatics,FRL unit 1/2in air prep,Blast Furnace,256,3685227.52
PO101919,ELECON,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Plate Mill,482,92982807.98
PO101920,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Coke Oven,447,26794905.42
PO101921,Kirloskar Bros Ltd,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Blast Furnace,478,80447782.4
PO101922,VESUVIUS INDIA,Vesuvius India Limited,Refractories,ladle slide gate plate,Blast Furnace,457,10302969.03
PO101923,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Hot Strip Mill,216,15406709.76
PO101924,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Coke Oven,419,134032896.02
PO101925,S.K.F. India Limited,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Plate Mill,413,10732197.35
PO101926,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Central Maintenance,487,65912815.33
PO101927,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Central Maintenance,139,26026739.47
PO101928,Fenner Conveyor Belting,Fenner Conveyor Belting India,Conveyor & Handling,belt fastener MS clip 1200,Coke Oven,333,19087593.3
PO101929,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,hydraulic hose R2 1in,Blast Furnace,29,1316950.9
PO101930,VESUVIUS INDIA,Vesuvius India Limited,Refractories,castable LC 60% alumina 25kg,Power Plant,27,948082.86
PO101931,CASTROL INDIA,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Plate Mill,282,2298080.04
PO101932,SKF India Ltd,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Coke Oven,176,2818152.48
PO101933,FESTO INDIA,Festo India Private Limited,Pneumatics,PNEU CYLINDER DSBC 63x200,Blast Furnace,6,85888.5
PO101934,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Hot Strip Mill,128,25898636.8
PO101935,SKF INDIA,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Sinter Plant,145,1211116.85
PO101936,Elecon Engineering,Elecon Engineering Company,Gears & Drives,WORM GEARBOX 1:40 ratio,Steel Melt Shop,204,50369352.36
PO101937,shanthi gears,Shanthi Gears Limited,Gears & Drives,bevel gearbox right angle,Coke Oven,279,47116468.17
PO101938,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Coke Oven,155,4007963.65
PO101939,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,CONVEYOR BELT 1200mm EP500/4,Blast Furnace,137,7517327.0
PO101940,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Sinter Plant,211,4485286.08
PO101941,Rexroth India,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Sinter Plant,467,26923965.01
PO101942,Larsen & Toubro,Larsen and Toubro Limited,Electrical & Automation,VFD 132KW 415V drive,Blast Furnace,108,4986367.56
PO101943,ATLAS COPCO,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Blast Furnace,358,49907663.04
PO101944,S.K.F. India Limited,SKF India Limited,Bearings & Spares,plummer block SNH 517,Sinter Plant,18,229874.76
PO101945,KIRLOSKAR BROTHERS,Kirloskar Brothers Limited,Pumps & Compressors,vacuum pump RH,Central Maintenance,44,3304078.36
PO101946,Bosch Rexroth India Ltd,Bosch Rexroth India Limited,Hydraulics,hyd power pack 90L 210bar,Coke Oven,196,16661036.84
PO101947,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Blast Furnace,338,5376282.08
PO101948,FENNER INDIA,Fenner Conveyor Belting India,Conveyor & Handling,belt fastener MS clip 1200,Sinter Plant,179,18455519.34
PO101949,KBL,Kirloskar Brothers Limited,Pumps & Compressors,submersible pump 30HP,Power Plant,303,30783575.88
PO101950,atlas copco,Atlas Copco India Limited,Pumps & Compressors,CENTRIFUGAL PUMP 150x125,Steel Melt Shop,401,75483927.22
PO101951,vesuvius india,Vesuvius India Limited,Refractories,ladle slide gate plate,Central Maintenance,488,24555676.88
PO101952,S.K.F. India Limited,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Hot Strip Mill,369,6856724.79
PO101953,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,screw compressor 250cfm,Blast Furnace,240,45842908.8
PO101954,Shanthi Gears Ltd,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Sinter Plant,350,133691820.5
PO101955,SKF INDIA,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Sinter Plant,203,1675322.46
PO101956,castrol india,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Steel Melt Shop,401,6491103.29
PO101957,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Central Maintenance,339,68411206.83
PO101958,SKF India Ltd,SKF India Limited,Bearings & Spares,taper roller bearing 32218,Central Maintenance,226,1734093.48
PO101959,Castrol India Ltd,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Sinter Plant,285,2678526.9
PO101960,Atlas Copco India Ltd,Atlas Copco India Limited,Pumps & Compressors,vacuum pump RH,Hot Strip Mill,283,33413945.84
PO101961,SHANTHI GEARS,Shanthi Gears Limited,Gears & Drives,helical geared motor 11KW,Coke Oven,403,76157843.84
PO101962,castrol india,Castrol India Limited,Lubricants,EP2 grease lithium 18kg,Coke Oven,76,1488941.08
PO101963,SMC PNEUMATICS,SMC Pneumatics India Limited,Pneumatics,air filter regulator G3/8,Plate Mill,20,266231.6
PO101964,Rexroth India,Bosch Rexroth India Limited,Hydraulics,proportional valve 4WRE 25,Sinter Plant,368,24909456.32
PO101965,BOSCH REXROTH,Bosch Rexroth India Limited,Hydraulics,HYD CYLINDER 100/56x800 mill,Coke Oven,433,59430410.44
PO101966,SKF India Ltd,SKF India Limited,Bearings & Spares,SPHERICAL ROLLER BRG 22320,Coke Oven,40,695411.6
PO101967,Elecon Engg Co,Elecon Engineering Company,Gears & Drives,gear coupling GC 250,Steel Melt Shop,293,63349172.54
PO101968,Castrol India Ltd,Castrol India Limited,Lubricants,hydraulic oil HLP 68 210L,Plate Mill,449,4676837.88
PO101969,SKF INDIA,SKF India Limited,Bearings & Spares,plummer block SNH 517,Sinter Plant,209,5224822.35
PO101970,CASTROL INDIA,Castrol India Limited,Lubricants,gear oil 320 ISO VG,Blast Furnace,83,974877.33
PO101971,SMC PNEUMATICS,SMC Pneumatics India Limited,Pneumatics,FRL unit 1/2in air prep,Coke Oven,109,3041972.0
PO101972,S.K.F. India Limited,SKF India Limited,Bearings & Spares,deep groove ball brg 6312,Power Plant,299,2432571.31
